City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
481,calamar,CO,2020-04-15 16:09:38,10.25,-74.91,87.8,62,20,8.05,few clouds,0.0,0.0
482,ous,RU,2020-04-15 16:09:38,60.91,61.52,39.0,86,84,4.32,light rain,0.23,0.0
483,yarada,IN,2020-04-15 16:09:39,17.65,83.27,84.2,74,4,5.82,haze,0.0,0.0
484,mehamn,NO,2020-04-15 16:09:39,71.04,27.85,35.6,74,20,18.34,few clouds,0.0,0.0
485,saryg-sep,RU,2020-04-15 16:09:39,51.5,95.6,46.44,39,0,2.89,clear sky,0.0,0.0
486,okhotsk,RU,2020-04-15 16:09:39,59.38,143.3,23.16,95,1,1.23,clear sky,0.0,0.0
487,bowling green,US,2020-04-15 16:05:14,36.99,-86.44,50.0,34,1,8.05,clear sky,0.0,0.0
488,deputatskiy,RU,2020-04-15 16:09:40,69.3,139.9,-0.62,88,100,4.09,light snow,0.0,0.35
489,bairiki,KI,2020-04-15 16:09:40,1.33,172.98,82.4,88,75,12.75,broken clouds,0.0,0.0
490,college,US,2020-04-15 16:09:40,64.86,-147.8,37.99,85,75,4.7,broken clouds,0.0,0.0
491,kapit,MY,2020-04-15 16:09:41,2.02,112.93,76.93,89,95,0.25,overcast clouds,0.0,0.0
492,alexandria,EG,2020-04-15 16:05:53,31.22,29.96,84.2,24,80,11.41,broken clouds,0.0,0.0
493,ambon,ID,2020-04-15 16:09:41,-3.7,128.18,81.27,79,92,7.05,light rain,0.75,0.0
494,negombo,LK,2020-04-15 16:09:42,7.21,79.84,75.2,100,40,3.36,scattered clouds,0.0,0.0
495,stykkisholmur,IS,2020-04-15 16:09:42,65.08,-22.73,37.38,77,70,12.44,broken clouds,0.0,0.0
496,sur,OM,2020-04-15 16:09:42,22.57,59.53,88.02,39,100,1.92,overcast clouds,0.0,0.0
497,cuamba,MZ,2020-04-15 16:09:42,-14.8,36.54,78.57,61,24,3.91,light rain,0.16,0.0
498,eureka,US,2020-04-15 16:04:55,40.8,-124.16,51.01,87,1,3.36,clear sky,0.0,0.0
499,catamarca,AR,2020-04-15 16:09:43,-28.47,-65.79,74.43,34,0,4.03,clear sky,0.0,0.0
500,pangai,TO,2020-04-15 16:09:43,-19.8,-174.35,79.12,82,100,14.56,overcast clouds,0.0,0.0
501,bonavista,CA,2020-04-15 16:09:43,48.65,-53.11,35.73,82,95,1.43,overcast clouds,0.0,0.0
502,piacabucu,BR,2020-04-15 16:09:43,-10.41,-36.43,87.13,56,88,7.78,overcast clouds,0.0,0.0
503,san andres,CO,2020-04-15 16:07:52,12.58,-81.7,87.8,58,20,11.41,few clouds,0.0,0.0
504,fort nelson,CA,2020-04-15 16:09:44,58.81,-122.7,35.6,59,40,3.36,scattered clouds,0.0,0.0
505,rocha,UY,2020-04-15 16:07:32,-34.48,-54.33,61.3,85,100,20.51,light rain,1.02,0.0
506,karasburg,NA,2020-04-15 16:09:44,-28.02,18.75,77.0,10,0,10.4,clear sky,0.0,0.0
507,diplo,PK,2020-04-15 16:09:44,24.47,69.58,90.99,35,0,16.8,clear sky,0.0,0.0
508,bud,US,2020-04-15 16:08:09,39.45,-86.18,51.01,39,90,21.92,overcast clouds,0.0,0.0
509,estevan,CA,2020-04-15 16:09:45,49.13,-102.98,30.0,32,1,12.75,clear sky,0.0,0.0
510,port hardy,CA,2020-04-15 16:09:45,50.7,-127.42,46.4,93,90,4.7,overcast clouds,0.0,0.0
511,placido de castro,BR,2020-04-15 16:09:46,-10.34,-67.19,78.58,85,98,4.0,light rain,1.46,0.0
512,smidovich,RU,2020-04-15 16:09:46,48.6,133.82,42.64,56,0,6.08,clear sky,0.0,0.0
513,namtsy,RU,2020-04-15 16:09:46,62.72,129.67,21.2,48,79,6.71,broken clouds,0.0,0.0
514,fortuna,US,2020-04-15 16:09:46,40.6,-124.16,51.01,93,90,8.37,overcast clouds,0.0,0.0
515,xam nua,LA,2020-04-15 16:09:47,20.42,104.04,65.34,62,70,2.93,broken clouds,0.0,0.0
516,mataram,ID,2020-04-15 16:09:47,-8.58,116.12,78.8,94,20,6.4,few clouds,0.0,0.0
517,pitimbu,BR,2020-04-15 16:09:47,-7.47,-34.81,82.4,88,75,3.36,broken clouds,0.0,0.0
518,kalmunai,LK,2020-04-15 16:09:47,7.42,81.82,83.35,73,50,5.53,scattered clouds,0.0,0.0
519,khurai,IN,2020-04-15 16:09:47,24.04,78.33,92.23,14,100,5.35,overcast clouds,0.0,0.0
520,vila do maio,CV,2020-04-15 16:07:55,15.13,-23.22,82.4,51,20,19.46,few clouds,0.0,0.0
521,linxia,CN,2020-04-15 16:09:48,35.6,103.21,57.67,17,28,1.83,scattered clouds,0.0,0.0
522,amot,NO,2020-04-15 16:09:48,59.57,7.99,55.0,45,33,5.99,scattered clouds,0.0,0.0
523,paamiut,GL,2020-04-15 16:07:41,61.99,-49.67,35.76,94,100,21.65,light rain,1.25,0.0
524,mahanoro,MG,2020-04-15 16:09:49,-19.9,48.8,77.07,81,38,5.88,moderate rain,3.83,0.0
525,lodja,CD,2020-04-15 16:09:49,-3.48,23.43,91.45,44,61,2.33,broken clouds,0.0,0.0
526,kathmandu,NP,2020-04-15 16:09:49,27.72,85.32,69.8,64,75,3.36,broken clouds,0.0,0.0
527,reyes,BO,2020-04-15 16:09:49,-14.32,-67.38,71.76,80,99,1.32,light rain,0.53,0.0
528,sao filipe,CV,2020-04-15 16:09:50,14.9,-24.5,72.95,76,65,19.15,broken clouds,0.0,0.0
529,mananjary,MG,2020-04-15 16:09:50,-21.22,48.33,78.21,78,0,7.36,clear sky,0.0,0.0
530,lakatoro,VU,2020-04-15 16:09:50,-16.1,167.42,77.0,94,90,11.5,overcast clouds,0.0,0.0
531,carutapera,BR,2020-04-15 16:09:50,-1.2,-46.02,79.07,84,100,4.12,overcast clouds,0.0,0.0
532,mendi,PG,2020-04-15 16:09:51,-6.18,143.65,56.75,56,100,1.03,moderate rain,5.13,0.0
533,lodhran,PK,2020-04-15 16:09:51,29.54,71.63,89.15,12,0,3.96,clear sky,0.0,0.0
534,longhua,CN,2020-04-15 16:09:51,23.61,114.19,66.38,68,79,2.01,broken clouds,0.0,0.0
535,aksarka,RU,2020-04-15 16:09:51,66.56,67.8,32.32,96,100,8.39,overcast clouds,0.0,0.0
536,umm lajj,SA,2020-04-15 16:07:53,25.02,37.27,76.96,51,0,15.48,clear sky,0.0,0.0
537,sibolga,ID,2020-04-15 16:09:52,1.74,98.78,79.54,79,98,0.49,moderate rain,3.95,0.0
538,verkhnevilyuysk,RU,2020-04-15 16:09:52,63.45,120.32,19.35,94,100,4.34,overcast clouds,0.0,0.0
539,razole,IN,2020-04-15 16:09:52,16.48,81.83,80.89,76,0,7.83,clear sky,0.0,0.0
540,aripuana,BR,2020-04-15 16:09:32,-9.17,-60.63,77.05,92,99,1.61,moderate rain,3.8,0.0
541,safford,US,2020-04-15 16:05:02,32.83,-109.71,55.99,27,1,3.06,clear sky,0.0,0.0
542,nagato,JP,2020-04-15 16:09:53,34.38,131.2,57.2,76,75,1.12,broken clouds,0.0,0.0
543,nabire,ID,2020-04-15 16:09:54,-3.37,135.48,77.07,87,100,2.35,light rain,2.77,0.0
544,ixtapa,MX,2020-04-15 16:06:08,20.7,-105.2,73.99,72,5,2.24,clear sky,0.0,0.0
545,kepno,PL,2020-04-15 16:09:54,51.28,17.99,52.99,51,43,15.35,scattered clouds,0.0,0.0
546,sao joao da barra,BR,2020-04-15 16:07:28,-21.64,-41.05,89.6,58,40,9.17,scattered clouds,0.0,0.0
547,itea,GR,2020-04-15 16:09:55,38.43,22.42,57.99,53,100,5.99,light rain,0.45,0.0
548,alakurtti,RU,2020-04-15 16:09:55,66.97,30.35,35.01,73,83,8.99,light snow,0.0,0.43
549,banda aceh,ID,2020-04-15 16:09:55,5.56,95.32,81.41,80,78,1.07,light rain,0.14,0.0
550,sakakah,SA,2020-04-15 16:07:27,29.97,40.21,77.0,13,0,4.7,clear sky,0.0,0.0
551,havoysund,NO,2020-04-15 16:07:42,71.0,24.66,35.6,80,75,24.16,broken clouds,0.0,0.0
552,guerrero negro,MX,2020-04-15 16:07:38,27.98,-114.06,65.91,59,0,2.77,clear sky,0.0,0.0
553,strathroy,CA,2020-04-15 16:09:56,42.96,-81.62,39.0,51,75,10.29,broken clouds,0.0,0.0
554,sicuani,PE,2020-04-15 16:09:56,-14.27,-71.23,55.83,16,78,5.41,broken clouds,0.0,0.0
555,dalnerechensk,RU,2020-04-15 16:09:57,45.93,133.72,40.37,62,0,3.69,clear sky,0.0,0.0
556,ano mera,GR,2020-04-15 16:09:57,37.45,25.4,57.99,71,90,17.22,light rain,0.0,0.0
557,aizkraukle,LV,2020-04-15 16:09:57,56.6,25.26,44.01,74,81,13.0,light rain,0.59,0.0
558,richards bay,ZA,2020-04-15 16:09:57,-28.78,32.04,72.01,73,39,9.69,scattered clouds,0.0,0.0
559,saint-andre-avellin,CA,2020-04-15 16:09:57,45.72,-75.07,39.99,55,75,17.22,broken clouds,0.0,0.0
560,zhigansk,RU,2020-04-15 16:09:58,66.77,123.37,5.86,93,61,12.3,broken clouds,0.0,0.0
561,limbang,MY,2020-04-15 16:09:07,4.75,115.0,82.4,88,75,3.36,broken clouds,0.0,0.0
562,celestun,MX,2020-04-15 16:09:58,20.87,-90.4,80.51,71,97,10.36,overcast clouds,0.0,0.0
563,grimma,DE,2020-04-15 16:09:58,51.23,12.72,63.0,53,60,8.05,broken clouds,0.0,0.0
564,cairns,AU,2020-04-15 16:09:59,-16.92,145.77,77.0,83,75,9.17,broken clouds,0.0,0.0
